text,label
Prove that merge sort has a worst-case complexity of O({complexity}) using mathematical induction or recurrence relations,complex
Prove that merge sort has a worst-case complexity of O({complexity}) using mathematical induction or recurrence relations,complex
Develop a real-time monitoring system that aggregates metrics from 100 sources and triggers alerts based on anomaly detection,complex
"Create a detailed cost-benefit analysis comparing serverless vs microservices for a 100M deployment including operational overhead, licensing, and team training",complex
"Implement a rate limiter that supports token bucket, leaky bucket, and sliding window algorithms",complex
"Design a CI/CD pipeline for a microservices architecture with canary deployments, rollback automation, and integration testing",complex
Write a detailed technical specification for a {system_type} that must support 10M concurrent users with 99.9% availability,complex
Prove that merge sort has a worst-case complexity of O({complexity}) using mathematical induction or recurrence relations,complex
"Create a disaster recovery plan for a cloud-native application including RPO, RTO, backup strategies, and failover testing",complex
"Design a CI/CD pipeline for a microservices architecture with canary deployments, rollback automation, and integration testing",complex
"Design a full authentication system including OAuth 2.0, JWT, refresh tokens, MFA, and session management",complex
"Create a comprehensive test suite for a {system_type} including unit, integration, end-to-end, and performance tests",complex
Derive the mathematical formula for {mathematical_concept} and implement it efficiently,complex
"Design a fault-tolerant distributed system for enterprise applications with replication, sharding, and disaster recovery",complex
Write a complete Python implementation of quicksort with O(n log n) complexity including edge case handling and unit tests,complex
"Implement a rate limiter that supports token bucket, leaky bucket, and sliding window algorithms",complex
"Implement a rate limiter that supports token bucket, leaky bucket, and sliding window algorithms",complex
Write a complete Python implementation of Dijkstra's algorithm with O(n log n) complexity including edge case handling and unit tests,complex
Design a full architecture for a {system_type} that handles multi-tenancy while maintaining ACID compliance,complex
"Write a compiler for a minimal compiled language including lexer, parser, AST, and code generation",complex
Write a detailed technical specification for a {system_type} that must support 100k concurrent users with 99.999% availability,complex
"Write an interpreter for logic with proper scoping, closures, and garbage collection",complex
"Design a fault-tolerant distributed system for real-time systems with replication, sharding, and disaster recovery",complex
"Design a fault-tolerant distributed system for embedded systems with replication, sharding, and disaster recovery",complex
"Design and implement a full-text search engine with inverted indexes, relevance scoring, and typo tolerance",complex
"Create a comprehensive test suite for a {system_type} including unit, integration, end-to-end, and performance tests",complex
"Analyze the following code for security vulnerabilities: ``` strcpy(buffer, user_input); ```",complex
Design a recommendation system using collaborative filtering and content-based approaches with hybrid scoring,complex
